ccode,pcode,km
TCD,TWN,11046
TCD,TZA,3383
TCD,UGA,2327
TCD,UKR,4445
TCD,URY,9121
TCD,USA,9358
TCD,UZB,6174
TCD,VEN,8883
TCD,VNM,9592
TCD,VUT,17108
TCD,YDR,3165
TCD,YEM,3165
TCD,YUG,3643
TCD,ZAF,5099
TCD,ZAR,1815
TCD,ZMB,3395
TCD,ZWE,3771
TGO,ABW,7847
TGO,AFG,7615
TGO,AGO,2098
TGO,ALB,4338
TGO,AND,4032
TGO,ARE,6008
TGO,ARG,7700
TGO,ARM,5744
TGO,AUS,15432
TGO,AUT,4894
TGO,AZE,6162
TGO,BDI,3303
TGO,BEN,161
TGO,BFA,896
TGO,BGD,9670
TGO,BGR,4587
TGO,BHR,5693
TGO,BHS,8570
TGO,BIH,4528
TGO,BLR,5831
TGO,BLX,4954
TGO,BLZ,9757
TGO,BMU,7182
TGO,BOL,8031
TGO,BRA,5890
TGO,BRN,12542
TGO,BTN,9553
TGO,BWA,4308
TGO,CAF,1878
TGO,CAN,8496
TGO,CHE,4632
TGO,CHL,8715
TGO,CHN,11684
TGO,CIV,526
TGO,CMR,1157
TGO,COG,1924
TGO,COL,8453
TGO,CRI,12425
TGO,CSK,5046
TGO,CUB,9091
TGO,CYP,4618
TGO,CZE,5046
TGO,DDR,5266
TGO,DEU,5266
TGO,DJI,4652
TGO,DMA,6908
TGO,DNK,5580
TGO,DOM,7783
TGO,DZA,3391
TGO,ECU,8865
TGO,EGY,4116
TGO,ERI,4247
TGO,ESP,3832
TGO,EST,6268
TGO,ETH,4129
TGO,FIN,6339
TGO,FJI,18676
TGO,FRA,4726
TGO,GAB,1116
TGO,GBR,5036
TGO,GEO,5850
TGO,GER,5266
TGO,GHA,173
TGO,GIN,1655
TGO,GMB,2115
TGO,GNB,1982
TGO,GRC,4204
TGO,GRD,6944
TGO,GTM,10020
TGO,GUF,5922
TGO,GUY,1901
TGO,HKG,12093
TGO,HND,9683
TGO,HRV,4647
TGO,HTI,8061
TGO,HUN,4894
TGO,IDN,11777
TGO,IND,8324
TGO,IRL,5289
TGO,IRN,6060
TGO,IRQ,5372
TGO,ISL,6712
TGO,ISR,4523
TGO,ITA,4097
TGO,JAM,8548
TGO,JOR,4563
TGO,JPN,13689
TGO,KAZ,8404
TGO,KEN,4007
TGO,KGZ,8210
TGO,KHM,11336
TGO,KNA,7053
TGO,KOR,12639
TGO,KWT,5542
TGO,LAO,10996
TGO,LBN,4659
TGO,LBR,1292
TGO,LBY,3384
TGO,LCA,6862
TGO,LKA,8693
TGO,LTU,5826
TGO,LUX,4840
TGO,LVA,6008
TGO,MAC,12075
TGO,MAR,3166
TGO,MDA,5293
TGO,MDG,5756
TGO,MDV,7996
TGO,MEX,10876
TGO,MKD,4439
TGO,MLI,1247
TGO,MLT,3586
TGO,MMR,10352
TGO,MNG,10674
TGO,MOZ,4879
TGO,MRT,2290
TGO,MUS,6797
TGO,MWI,4189
TGO,MYS,11117
TGO,NAM,3609
TGO,NCL,17645
TGO,NER,809
TGO,NGA,230
TGO,NIC,9600
TGO,NLD,5145
TGO,NOR,6006
TGO,NPL,9119
TGO,NZL,16086
TGO,OMN,6407
TGO,PAK,7295
TGO,PAN,8883
TGO,PER,8896
TGO,PHL,12976
TGO,PNG,16266
TGO,POL,5442
TGO,PRK,12429
TGO,PRT,3749
TGO,PRY,7233
TGO,PYF,16610
TGO,QAT,5761
TGO,ROM,4891
TGO,RUS,6365
TGO,RWA,3332
TGO,SAU,5240
TGO,SDN,3551
TGO,SEN,2224
TGO,SER,4664
TGO,SGP,11373
TGO,SLB,17927
TGO,SLE,1608
TGO,SLV,9908
TGO,SOM,4908
TGO,SUR,6242
TGO,SVK,4921
TGO,SVN,4631
TGO,SWE,6087
TGO,SWZ,4830
TGO,SYC,6149
TGO,SYR,4715
TGO,TCD,1662
TGO,TGO,
TGO,THA,10845
TGO,TJK,7676
TGO,TKM,6664
TGO,TON,18447
TGO,TTO,6899
TGO,TUN,3506
TGO,TUR,4869
TGO,TWN,12699
TGO,TZA,4448
TGO,UGA,3524
TGO,UKR,5588
TGO,URY,7523
TGO,USA,8579
TGO,UZB,7751
TGO,VEN,7474
TGO,VNM,11254
TGO,VUT,18140
TGO,YDR,4799
TGO,YEM,4799
TGO,YUG,4664
TGO,ZAF,4771
TGO,ZAR,1930
TGO,ZMB,3829
TGO,ZWE,4227
THA,ABW,16988
THA,AFG,3908
THA,AGO,9939
THA,ALB,8251
THA,AND,9745
THA,ARE,4978
THA,ARG,16871
THA,ARM,6172
THA,AUS,7469
THA,AUT,8478
THA,AZE,5734
THA,BDI,8059
THA,BEN,10684
THA,BFA,11401
THA,BGD,1547
THA,BGR,7967
THA,BHR,5367
THA,BHS,15754
THA,BIH,8349
THA,BLR,7689
THA,BLX,9298
THA,BLZ,16482
THA,BMU,4177
THA,BOL,18761
THA,BRA,16578
THA,BRN,1852
THA,BTN,1919
THA,BWA,9150
THA,CAF,9074
THA,CAN,13498
THA,CHE,9077
THA,CHL,17645
THA,CHN,3303
THA,CIV,11370
THA,CMR,9825
THA,COG,9609
THA,COL,17999
THA,CRI,12877
THA,CSK,8601
THA,CUB,15974
THA,CYP,7080
THA,CZE,8601
THA,DDR,8645
THA,DEU,8645
THA,DJI,6204
THA,DMA,16266
THA,DNK,8668
THA,DOM,16343
THA,DZA,9777
THA,ECU,18560
THA,EGY,7287
THA,ERI,6603
THA,ESP,10191
THA,EST,7924
THA,ETH,6754
THA,FIN,7915
THA,FJI,9269
THA,FRA,9492
THA,GAB,10107
THA,GBR,9568
THA,GEO,6188
THA,GER,8645
THA,GHA,11012
THA,GIN,12298
THA,GMB,12468
THA,GNB,12445
THA,GRC,7964
THA,GRD,16587
THA,GTM,16738
THA,GUF,16406
THA,GUY,12263
THA,HKG,1766
THA,HND,16880
THA,HRV,8518
THA,HTI,16416
THA,HUN,8274
THA,IDN,2278
THA,IND,2919
THA,IRL,9890
THA,IRN,5472
THA,IRQ,6061
THA,ISL,10123
THA,ISR,6904
THA,ITA,8873
THA,JAM,16533
THA,JOR,6864
THA,JPN,4618
THA,KAZ,4003
THA,KEN,7226
THA,KGZ,4105
THA,KHM,518
THA,KNA,16149
THA,KOR,3753
THA,KWT,5654
THA,LAO,513
THA,LBN,6895
THA,LBR,12088
THA,LBY,8897
THA,LCA,16362
THA,LKA,2355
THA,LTU,7843
THA,LUX,9194
THA,LVA,7937
THA,MAC,2630
THA,MAR,10782
THA,MDA,7520
THA,MDG,6821
THA,MDV,3145
THA,MEX,15832
THA,MKD,8174
THA,MLI,11618
THA,MLT,8778
THA,MMR,564
THA,MNG,3888
THA,MOZ,8550
THA,MRT,12212
THA,MUS,6012
THA,MWI,7962
THA,MYS,1161
THA,NAM,9913
THA,NCL,8219
THA,NER,10551
THA,NGA,10618
THA,NIC,17121
THA,NLD,9232
THA,NOR,8729
THA,NPL,2212
THA,NZL,9727
THA,OMN,4549
THA,PAK,3704
THA,PAN,17598
THA,PER,19722
THA,PHL,2195
THA,PNG,5758
THA,POL,8118
THA,PRK,3771
THA,PRT,10717
THA,PRY,17373
THA,PYF,12597
THA,QAT,5262
THA,ROM,7732
THA,RUS,7097
THA,RWA,7941
THA,SAU,5768
THA,SDN,7307
THA,SEN,12501
THA,SER,8191
THA,SGP,1412
THA,SLB,7323
THA,SLE,12305
THA,SLV,16850
THA,SOM,6197
THA,SUR,16609
THA,SVK,8412
THA,SVN,8630
THA,SWE,8301
THA,SWZ,8695
THA,SYC,5351
THA,SYR,6811
THA,TCD,9209
THA,TGO,10845
THA,THA,
THA,TJK,4133
THA,TKM,5044
THA,TON,8842
THA,TTO,16707
THA,TUN,9155
THA,TUR,7179
THA,TWN,2555
THA,TZA,7115
THA,UGA,7634
THA,UKR,7473
THA,URY,16707
THA,USA,14213
THA,UZB,4320
THA,VEN,17028
THA,VNM,1009
THA,VUT,8240
THA,YDR,6047
THA,YEM,6047
THA,YUG,8191
THA,ZAF,10127
THA,ZAR,9606
THA,ZMB,8559
THA,ZWE,8367
TJK,ABW,12995
TJK,AFG,433
TJK,AGO,7785
TJK,ALB,4176
TJK,AND,5627
TJK,ARE,2093
TJK,ARG,15372
TJK,ARM,2128
TJK,AUS,11602
TJK,AUT,4345
TJK,AZE,1670
TJK,BDI,6179
TJK,BEN,7528
TJK,BFA,7924
TJK,BGD,2587
TJK,BGR,3881
TJK,BHR,2190
TJK,BHS,12174
TJK,BIH,4241
TJK,BLR,3586
TJK,BLX,5171
TJK,BLZ,13408
TJK,BMU,766
TJK,BOL,15220
TJK,BRA,13400
TJK,BRN,5928
TJK,BTN,2252
TJK,BWA,8330
TJK,CAF,6386
TJK,CAN,10098
TJK,CHE,4945
TJK,CHL,16378
TJK,CHN,4045
TJK,CIV,8152
TJK,CMR,7003
TJK,COG,7283
TJK,COL,14035
TJK,CRI,11561
TJK,CSK,4469
TJK,CUB,12597
TJK,CYP,3191
TJK,CZE,4469
TJK,DDR,4524
TJK,DEU,4524
TJK,DJI,3928
TJK,DMA,12165
TJK,DNK,4577
TJK,DOM,12417
TJK,DZA,5726
TJK,ECU,14656
TJK,EGY,3589
TJK,ERI,3903
TJK,ESP,6079
TJK,EST,3910
TJK,ETH,4465
TJK,FIN,3917
TJK,FJI,12928
TJK,FRA,5360
TJK,GAB,7390
TJK,GBR,5449
TJK,GEO,2106
TJK,GER,4524
TJK,GHA,7847
TJK,GIN,8734
TJK,GMB,8730
TJK,GNB,8760
TJK,GRC,3961
TJK,GRD,12468
TJK,GTM,13811
TJK,GUF,12359
TJK,GUY,8559
TJK,HKG,4630
TJK,HND,13723
TJK,HRV,4393
TJK,HTI,12566
TJK,HUN,4144
TJK,IDN,6265
TJK,IND,1325
TJK,IRL,5797
TJK,IRN,1619
TJK,IRQ,2307
TJK,ISL,6292
TJK,ISR,3176
TJK,ITA,4782
TJK,JAM,12846
TJK,JOR,3134
TJK,JPN,6126
TJK,KAZ,869
TJK,KEN,5515
TJK,KGZ,700
TJK,KHM,4619
TJK,KNA,12079
TJK,KOR,5014
TJK,KWT,2190
TJK,LAO,3965
TJK,LBN,3078
TJK,LBR,8685
TJK,LBY,4940
TJK,LCA,12250
TJK,LKA,3648
TJK,LTU,3747
TJK,LUX,5062
TJK,LVA,3874
TJK,MAC,4410
TJK,MAR,6727
TJK,MDA,3390
TJK,MDG,6717
TJK,MDV,3822
TJK,MEX,13533
TJK,MKD,4091
TJK,MLI,8036
TJK,MLT,4789
TJK,MMR,3579
TJK,MNG,3224
TJK,MOZ,8074
TJK,MRT,8365
TJK,MUS,6610
TJK,MWI,6860
TJK,MYS,5109
TJK,NAM,8661
TJK,NCL,12131
TJK,NER,7113
TJK,NGA,7485
TJK,NIC,13887
TJK,NLD,5116
TJK,NOR,4705
TJK,NPL,1921
TJK,NZL,13848
TJK,OMN,1941
TJK,PAK,1538
TJK,PAN,13893
TJK,PER,15607
TJK,PHL,5695
TJK,PNG,9631
TJK,POL,3996
TJK,PRK,4824
TJK,PRT,6605
TJK,PRY,14849
TJK,PYF,15651
TJK,QAT,2193
TJK,ROM,3625
TJK,RUS,3041
TJK,RWA,6006
TJK,SAU,2635
TJK,SDN,4411
TJK,SEN,8728
TJK,SER,4079
TJK,SGP,5418
TJK,SLB,10969
TJK,SLE,8780
TJK,SLV,13841
TJK,SOM,4709
TJK,SUR,12517
TJK,SVK,4279
TJK,SVN,4504
TJK,SWE,4273
TJK,SWZ,8197
TJK,SYC,4973
TJK,SYR,3008
TJK,TCD,6070
TJK,TGO,7676
TJK,THA,4133
TJK,TJK,
TJK,TKM,1034
TJK,TON,12577
TJK,TTO,12580
TJK,TUN,5134
TJK,TUR,3155
TJK,TWN,5094
TJK,TZA,5865
TJK,UGA,5660
TJK,UKR,3342
TJK,URY,15190
TJK,USA,10788
TJK,UZB,349
TJK,VEN,12945
TJK,VNM,3977
TJK,VUT,12024
TJK,YDR,3541
TJK,YEM,3541
TJK,YUG,4079
TJK,ZAF,9566
TJK,ZAR,7283
TJK,ZMB,7336
TJK,ZWE,7400
TKM,ABW,12210
TKM,AFG,1139
TKM,AGO,6915
TKM,ALB,3209
TKM,AND,4706
TKM,ARE,1555
TKM,ARG,14365
TKM,ARM,1132
TKM,AUS,12476
TKM,AUT,3481
TKM,AZE,692
TKM,BDI,5436
TKM,BEN,6520
TKM,BFA,6892
TKM,BGD,3518
TKM,BGR,2924
TKM,BHR,1456
TKM,BHS,11570
TKM,BIH,3308
TKM,BLR,2870
TKM,BLX,4355
TKM,BLZ,12893
TKM,BMU,931
TKM,BOL,14219
TKM,BRA,12366
TKM,BRN,6874
TKM,BTN,3225
TKM,BWA,7708
TKM,CAF,5463
TKM,CAN,9637
TKM,CHE,4073
TKM,CHL,15349
TKM,CHN,5029
TKM,CIV,7133
TKM,CMR,6044
TKM,COG,6398
TKM,COL,13236
TKM,CRI,11658
TKM,CSK,3639
TKM,CUB,12040
TKM,CYP,2159
TKM,CZE,3639
TKM,DDR,3737
TKM,DEU,3737
TKM,DJI,3261
TKM,DMA,11327
TKM,DNK,3850
TKM,DOM,11674
TKM,DZA,4747
TKM,ECU,13853
TKM,EGY,2562
TKM,ERI,3104
TKM,ESP,5149
TKM,EST,3319
TKM,ETH,3738
TKM,FIN,3344
TKM,FJI,13962
TKM,FRA,4516
TKM,GAB,6438
TKM,GBR,4652
TKM,GEO,1146
TKM,GER,3737
TKM,GHA,6835
TKM,GIN,7700
TKM,GMB,7702
TKM,GNB,7729
TKM,GRC,2955
TKM,GRD,11609
TKM,GTM,13305
TKM,GUF,11396
TKM,GUY,7529
TKM,HKG,5657
TKM,HND,13165
TKM,HRV,3491
TKM,HTI,11851
TKM,HUN,3264
TKM,IDN,7065
TKM,IND,2131
TKM,IRL,5041
TKM,IRN,612
TKM,IRQ,1295
TKM,ISL,5755
TKM,ISR,2149
TKM,ITA,3829
TKM,JAM,12180
TKM,JOR,2108
TKM,JPN,7086
TKM,KAZ,1756
TKM,KEN,4859
TKM,KGZ,1561
TKM,KHM,5546
TKM,KNA,11266
TKM,KOR,5993
TKM,KWT,1304
TKM,LAO,4927
TKM,LBN,2045
TKM,LBR,7654
TKM,LBY,3926
TKM,LCA,11398
TKM,LKA,4142
TKM,LTU,3039
TKM,LUX,4226
TKM,LVA,3217
TKM,MAC,5437
TKM,MAR,5753
TKM,MDA,2518
TKM,MDG,6382
TKM,MDV,4112
TKM,MEX,13211
TKM,MKD,3130
TKM,MLI,7002
TKM,MLT,3783
TKM,MMR,4481
TKM,MNG,4116
TKM,MOZ,7547
TKM,MRT,7344
TKM,MUS,6472
TKM,MWI,6261
TKM,MYS,5934
TKM,NAM,7930
TKM,NCL,13144
TKM,NER,6085
TKM,NGA,6479
TKM,NIC,13298
TKM,NLD,4328
TKM,NOR,4066
TKM,NPL,2853
TKM,NZL,14764
TKM,OMN,1633
TKM,PAK,1762
TKM,PAN,13180
TKM,PER,14686
TKM,PHL,6713
TKM,PNG,10641
TKM,POL,3214
TKM,PRK,5794
TKM,PRT,5675
TKM,PRY,13816
TKM,PYF,16579
TKM,QAT,1518
TKM,ROM,2693
TKM,RUS,2448
TKM,RWA,5259
TKM,SAU,1831
TKM,SDN,3521
TKM,SEN,7702
TKM,SER,3153
TKM,SGP,6249
TKM,SLB,12001
TKM,SLE,7746
TKM,SLV,13312
TKM,SOM,4194
TKM,SUR,11573
TKM,SVK,3415
TKM,SVN,3607
TKM,SWE,3645
TKM,SWZ,7656
TKM,SYC,4750
TKM,SYR,1976
TKM,TCD,5081
TKM,TGO,6664
TKM,THA,5044
TKM,TJK,1034
TKM,TKM,
TKM,TON,13608
TKM,TTO,11705
TKM,TUN,4140
TKM,TUR,2154
TKM,TWN,6128
TKM,TZA,5302
TKM,UGA,4926
TKM,UKR,2540
TKM,URY,14187
TKM,USA,10291
TKM,UZB,1093
TKM,VEN,12113
TKM,VNM,4979
TKM,VUT,13051
TKM,YDR,2847
TKM,YEM,2847
TKM,YUG,3153
TKM,ZAF,8936
TKM,ZAR,6399
TKM,ZMB,6678
TKM,ZWE,6798
TON,ABW,13171
TON,AFG,12522
TON,AGO,16365
TON,ALB,16529
TON,AND,17328
TON,ARE,13819
TON,ARG,11951
TON,ARM,14684
TON,AUS,3069
TON,AUT,16202
TON,AZE,14228
TON,BDI,15463
TON,BEN,18403
TON,BFA,19177
TON,BGD,10229
TON,BGR,16235
TON,BHR,14208
TON,BHS,12736
TON,BIH,16437
TON,BLR,15189
TON,BLX,16389
TON,BLZ,11434
TON,BMU,12894
TON,BOL,12210
TON,BRA,14117
TON,BRN,7013
TON,BTN,10444
TON,BWA,14152
TON,CAF,16988
TON,CAN,13087
TON,CHE,16610
TON,CHL,11093
TON,CHN,8830
TON,CIV,18502
TON,CMR,17519
TON,COG,16611
TON,COL,12391
TON,CRI,9162
TON,CSK,16116
TON,CUB,12189
TON,CYP,15767
TON,CZE,16116
TON,DDR,15943
TON,DEU,15943
TON,DJI,14723
TON,DMA,14159
TON,DNK,15674
TON,DOM,13373
TON,DZA,17876
TON,ECU,11885
TON,EGY,16093
TON,ERI,15261
TON,ESP,17632
TON,EST,14882
TON,ETH,15133
TON,FIN,14818
TON,FJI,470
TON,FRA,16643
TON,GAB,17404
TON,GBR,16377
TON,GEO,14626
TON,GER,15943
TON,GHA,18435
TON,GIN,18735
TON,GMB,18778
TON,GNB,18763
TON,GRC,16475
TON,GRD,14039
TON,GTM,11118
TON,GUF,14791
TON,GUY,18962
TON,HKG,7953
TON,HND,11436
TON,HRV,16411
TON,HTI,13101
TON,HUN,16131
TON,IDN,7443
TON,IND,11649
TON,IRL,16203
TON,IRN,14156
TON,IRQ,14815
TON,ISL,14855
TON,ISR,15691
TON,ITA,16966
TON,JAM,12618
TON,JOR,15649
TON,JPN,7041
TON,KAZ,11996
TON,KEN,14901
TON,KGZ,12179
TON,KHM,8326
TON,KNA,14065
TON,KOR,7945
TON,KWT,14476
TON,LAO,8817
TON,LBN,15635
TON,LBR,18580
TON,LBY,17451
TON,LCA,14169
TON,LKA,10707
TON,LTU,15239
TON,LUX,16463
TON,LVA,15111
TON,MAC,8242
TON,MAR,18404
TON,MDA,15553
TON,MDG,12899
TON,MDV,11299
TON,MEX,10390
TON,MKD,16426
TON,MLI,19347
TON,MLT,17268
TON,MMR,9387
TON,MNG,9963
TON,MOZ,13605
TON,MRT,19002
TON,MUS,11902
TON,MWI,14421
TON,MYS,8306
TON,NAM,14838
TON,NCL,896
TON,NER,19003
TON,NGA,18341
TON,NIC,11472
TON,NLD,16201
TON,NOR,15307
TON,NPL,10856
TON,NZL,2508
TON,OMN,13389
TON,PAK,12544
TON,PAN,12083
TON,PER,11535
TON,PHL,6920
TON,PNG,3087
TON,POL,15640
TON,PRK,8174
TON,PRT,17827
TON,PRY,12645
TON,PYF,3880
TON,QAT,14104
TON,ROM,15925
TON,RUS,14573
TON,RWA,15482
TON,SAU,14607
TON,SDN,15959
TON,SEN,18756
TON,SER,16274
TON,SGP,8015
TON,SLB,1609
TON,SLE,18660
TON,SLV,11211
TON,SOM,14167
TON,SUR,14522
TON,SVK,16158
TON,SVN,16464
TON,SWE,15135
TON,SWZ,13645
TON,SYC,12831
TON,SYR,15558
TON,TCD,17677
TON,TGO,18447
TON,THA,8842
TON,TJK,12577
TON,TKM,13608
TON,TON,
TON,TTO,14037
TON,TUN,17511
TON,TUR,15689
TON,TWN,7503
TON,TZA,14352
TON,UGA,15381
TON,UKR,15313
TON,URY,12098
TON,USA,12938
TON,UZB,12595
TON,VEN,13482
TON,VNM,8676
TON,VUT,611
TON,YDR,14711
TON,YEM,14711
TON,YUG,16274
TON,ZAF,13687
TON,ZAR,16604
TON,ZMB,14708
TON,ZWE,14308
TTO,ABW,980
TTO,AFG,12829
TTO,AGO,8518
TTO,ALB,8526
TTO,AND,7003
TTO,ARE,12055
TTO,ARG,4998
TTO,ARM,10591
TTO,AUS,15915
TTO,AUT,8241
TTO,AZE,11014
TTO,BDI,10165
TTO,BEN,7046
TTO,BFA,6118
TTO,BGD,15161
TTO,BGR,8797
TTO,BHR,11634
TTO,BHS,2343
TTO,BIH,8401
TTO,BLR,9019
TTO,BLX,7411
TTO,BLZ,3007
TTO,BMU,12607
TTO,BOL,3065
TTO,BRA,3253
TTO,BRN,18324
TTO,BTN,14792
TTO,BWA,10188
TTO,CAF,8773
TTO,CAN,4112
TTO,CHE,7643
TTO,CHL,4960
TTO,CHN,14483
TTO,CIV,6413
TTO,CMR,8052
TTO,COG,8630
TTO,COL,1657
TTO,CRI,6731
TTO,CSK,8110
TTO,CUB,2638
TTO,CYP,9781
TTO,CZE,8110
TTO,DDR,8063
TTO,DEU,8063
TTO,DJI,11339
TTO,DMA,548
TTO,DNK,8044
TTO,DOM,1254
TTO,DZA,7046
TTO,ECU,2217
TTO,EGY,9683
TTO,ERI,10799
TTO,ESP,6568
TTO,EST,8806
TTO,ETH,10904
TTO,FIN,8820
TTO,FJI,13571
TTO,FRA,7219
TTO,GAB,7910
TTO,GBR,7140
TTO,GEO,10559
TTO,GER,8063
TTO,GHA,6763
TTO,GIN,5251
TTO,GMB,4882
TTO,GNB,4971
TTO,GRC,8858
TTO,GRD,192
TTO,GTM,3184
TTO,GUF,1199
TTO,GUY,5106
TTO,HKG,16378
TTO,HND,2840
TTO,HRV,8215
TTO,HTI,1470
TTO,HUN,8450
TTO,IDN,18618
TTO,IND,13834
TTO,IRL,6823
TTO,IRN,11332
TTO,IRQ,10807
TTO,ISL,6738
TTO,ISR,10025
TTO,ITA,7897
TTO,JAM,1874
TTO,JOR,10063
TTO,JPN,14502
TTO,KAZ,12729
TTO,KEN,10904
TTO,KGZ,12616
TTO,KHM,17167
TTO,KNA,786
TTO,KOR,14668
TTO,KWT,11284
TTO,LAO,16454
TTO,LBN,9992
TTO,LBR,5619
TTO,LBY,7984
TTO,LCA,405
TTO,LKA,15330
TTO,LTU,8866
TTO,LUX,7517
TTO,LVA,8779
TTO,MAC,15403
TTO,MAR,6058
TTO,MDA,9203
TTO,MDG,12340
TTO,MDV,14764
TTO,MEX,4178
TTO,MKD,8595
TTO,MLI,5815
TTO,MLT,8075
TTO,MMR,16159
TTO,MNG,13453
TTO,MOZ,10886
TTO,MRT,4965
TTO,MUS,13398
TTO,MWI,10808
TTO,MYS,17618
TTO,NAM,9290
TTO,NCL,14819
TTO,NER,6897
TTO,NGA,7123
TTO,NIC,2723
TTO,NLD,7475
TTO,NOR,8004
TTO,NPL,14500
TTO,NZL,13628
TTO,OMN,12483
TTO,PAK,13223
TTO,PAN,1986
TTO,PER,3045
TTO,PHL,17285
TTO,PNG,16934
TTO,POL,8589
TTO,PRK,14504
TTO,PRT,6046
TTO,PRY,3980
TTO,PYF,10161
TTO,QAT,11759
TTO,ROM,9013
TTO,RUS,9618
TTO,RWA,10214
TTO,SAU,11304
TTO,SDN,10104
TTO,SEN,4805
TTO,SER,8553
TTO,SGP,17932
TTO,SLB,15269
TTO,SLE,5292
TTO,SLV,3059
TTO,SOM,11791
TTO,SUR,870
TTO,SVK,8307
TTO,SVN,8100
TTO,SWE,8427
TTO,SWZ,10767
TTO,SYC,13046
TTO,SYR,10078
TTO,TCD,8316
TTO,TGO,6899
TTO,THA,16707
TTO,TJK,12580
TTO,TKM,11705
TTO,TON,14037
TTO,TTO,
TTO,TUN,7683
TTO,TUR,9614
TTO,TWN,16093
TTO,TZA,11299
TTO,UGA,10422
TTO,UKR,9238
TTO,URY,5035
TTO,USA,3540
TTO,UZB,12388
TTO,VEN,575
TTO,VNM,16268
TTO,VUT,14641
TTO,YDR,11346
TTO,YEM,11346
TTO,YUG,8553
TTO,ZAF,9715
TTO,ZAR,8635
TTO,ZMB,10287
TTO,ZWE,10624
TUN,ABW,8341
TUN,AFG,5276
TUN,AGO,5022
TUN,ALB,997
TUN,AND,997
TUN,ARE,4410
TUN,ARG,10614
TUN,ARM,3012
TUN,AUS,16369
TUN,AUT,1388
TUN,AZE,3466
TUN,BDI,4869
TUN,BEN,3430
TUN,BFA,3254
TUN,BGD,7651
TUN,BGR,1299
TUN,BHR,3982
TUN,BHS,8175
TUN,BIH,1077
TUN,BLR,2358
TUN,BLX,1630
TUN,BLZ,9592
TUN,BMU,4978
TUN,BOL,10086
TUN,BRA,8374
TUN,BRN,11000
TUN,BTN,7365
TUN,BWA,6980
TUN,CAF,3669
TUN,CAN,6929
TUN,CHE,1204
TUN,CHL,11415
TUN,CHN,8697
TUN,CIV,3771
TUN,CMR,3677
TUN,COG,4557
TUN,COL,9303
TUN,CRI,10453
TUN,CSK,1546
TUN,CUB,8724
TUN,CYP,2098
TUN,CZE,1546
TUN,DDR,1779
TUN,DEU,1779
TUN,DJI,4317
TUN,DMA,7381
TUN,DNK,2112
TUN,DOM,7924
TUN,DZA,638
TUN,ECU,9894
TUN,EGY,2081
TUN,ERI,3700
TUN,ESP,1254
TUN,EST,2762
TUN,ETH,4192
TUN,FIN,2833
TUN,FJI,17702
TUN,FRA,1487
TUN,GAB,4024
TUN,GBR,1838
TUN,GEO,3029
TUN,GER,1779
TUN,GHA,3627
TUN,GIN,3851
TUN,GMB,3699
TUN,GNB,3767
TUN,GRC,1191
TUN,GRD,7615
TUN,GTM,9983
TUN,GUF,7262
TUN,GUY,3565
TUN,HKG,9736
TUN,HND,9733
TUN,HRV,1146
TUN,HTI,8154
TUN,HUN,1409
TUN,IDN,10992
TUN,IND,6239
TUN,IRL,2250
TUN,IRN,3682
TUN,IRQ,3125
TUN,ISL,3732
TUN,ISR,2369
TUN,ITA,591
TUN,JAM,8578
TUN,JOR,2403
TUN,JPN,10476
TUN,KAZ,5609
TUN,KEN,5005
TUN,KGZ,5436
TUN,KHM,9665
TUN,KNA,7375
TUN,KOR,9569
TUN,KWT,3611
TUN,LAO,9066
TUN,LBN,2313
TUN,LBR,3974
TUN,LBY,394
TUN,LCA,7425
TUN,LKA,7754
TUN,LTU,2334
TUN,LUX,1469
TUN,LVA,2504
TUN,MAC,9330
TUN,MAR,1631
TUN,MDA,1961
TUN,MDG,7270
TUN,MDV,7368
TUN,MEX,10369
TUN,MKD,1097
TUN,MLI,3216
TUN,MLT,400
TUN,MMR,8591
TUN,MNG,7552
TUN,MOZ,7298
TUN,MRT,3273
TUN,MUS,8022
TUN,MWI,6094
TUN,MYS,9936
TUN,NAM,6595
TUN,NCL,17249
TUN,NER,2705
TUN,NGA,3439
TUN,NIC,9783
TUN,NLD,1804
TUN,NOR,2568
TUN,NPL,6990
TUN,NZL,18598
TUN,OMN,4827
TUN,PAK,5540
TUN,PAN,9408
TUN,PER,10570
TUN,PHL,10821
TUN,PNG,14760
TUN,POL,1942
TUN,PRK,9339
TUN,PRT,1709
TUN,PRY,9863
TUN,PYF,17110
TUN,QAT,4115
TUN,ROM,1600
TUN,RUS,2950
TUN,RWA,4755
TUN,SAU,3714
TUN,SDN,3224
TUN,SEN,3671
TUN,SER,1238
TUN,SGP,10250
TUN,SLB,15952
TUN,SLE,3929
TUN,SLV,9934
TUN,SOM,5267
TUN,SUR,7455
TUN,SVK,1418
TUN,SVN,1124
TUN,SWE,2593
TUN,SWZ,7319
TUN,SYC,6568
TUN,SYR,2400
TUN,TCD,2761
TUN,TGO,3506
TUN,THA,9155
TUN,TJK,5134
TUN,TKM,4140
TUN,TON,17511
TUN,TTO,7683
TUN,TUN,
TUN,TUR,1987
TUN,TWN,10098
TUN,TZA,5669
TUN,UGA,4649
TUN,UKR,2199
TUN,URY,10475
TUN,USA,7366
TUN,UZB,5057
TUN,VEN,8154
TUN,VNM,9111
TUN,VUT,17056
TUN,YDR,4115
TUN,YEM,4115
TUN,YUG,1238
TUN,ZAF,7850
TUN,ZAR,4562
TUN,ZMB,6089
TUN,ZWE,6440
